ID,Title,Created By,Created On,Estimate,Forecast,Forecast,Milestone,Preconditions,Priority,References,Section,Section Depth,Section Description,Steps,Steps Separated,Steps Separated (Expected Result),Steps Separated (Step),Suite,Suite ID,Type,Updated By,Updated On
C32160246,TC04 - Sign up from Follow players and teams page E2E,Marco Osuna,11/21/2023 1:17 PM,,,30s,,,2 - Medium Priority,,MLBAPP/Sanity,2,,"GIVEN user is on follow players and teams screen
AND clicks on sign up button
THEN user should be taken to sign up page
AND user should be able to finish this flow",,,,Master,S579322,Manual,Marco Osuna,11/21/2023 1:33 PM
C32779400,TC05 - Update description of login page,Marco Osuna,2/12/2024 2:30 PM,,"Across all login pages in the app. (Welcome screen, top bar, account settings, follow players and teams, paywall)
EN:
Welcome to the official app of Major League Baseball. Experience a personalized home feed tailored to your favorite teams and players by creating an MLB account.
ES:
Bienvenido a la app oficial de Major League Baseball. Disfruta de un inicio más personalizado adaptado a tus equipos y jugadores favoritos creando una Cuenta de MLB.",430s,,,2 - Medium Priority,,MLBAPP/Sanity,2,,"GIVEN that user triggers the login screen
THEN the correct wording should be displayed.
",,,,Master,S579322,Manual,Marco Osuna,2/12/2024 2:34 PM
C33295639,Signup with special characters,Marco Osuna,5/20/2024 6:01 PM,,,,,,2 - Medium Priority,,MLBAPP/Sanity,2,,"GIVEN that user is on signup page
WHEN user tries to add a password
THEN user should be able to enter special characters",,,,Master,S579322,Manual,Marco Osuna,5/20/2024 6:01 PM
C30455092,TC01 -  Paywall not displayed for subscribed users,Marco Osuna,4/13/2023 2:21 PM,,,,,,2 - Medium Priority,,MLBAPP/Paywall,1,,,"1. Login to MLBAPP using a subscribed user.
Expected Result:
User should be logged in.
2. Try to trigger paywall through home, scores, watch now, team or audio EPG.
Expected Result:
Paywall should not be displayed.","1. User should be logged in.
2. Paywall should not be displayed.","1. Login to MLBAPP using a subscribed user.
2. Try to trigger paywall through home, scores, watch now, team or audio EPG.",Master,S579322,Manual,Marco Osuna,4/13/2023 2:24 PM
C30455093,TC02 - Paywall is displayed in home page,Marco Osuna,4/13/2023 2:22 PM,,,,,,2 - Medium Priority,,MLBAPP/Paywall,1,,,"1. Login to MLB app with an unsubscribed user and finish onboarding flow.
Expected Result:
Home page should be displayed. Paywall should be displayed.",1. Home page should be displayed. Paywall should be displayed.,1. Login to MLB app with an unsubscribed user and finish onboarding flow.,Master,S579322,Manual,Marco Osuna,4/13/2023 2:26 PM
C30455094,TC03 - Paywall is displayed in scores page,Marco Osuna,4/13/2023 2:22 PM,,,,,,2 - Medium Priority,,MLBAPP/Paywall,1,,,"1. Login to MLBAPP using an unsubscribed user. complete or skip onboarding flow.
Expected Result:
User should be logged in, paywall should be displayed.
2. dimiss paywall and navigate to scores page. Focus a live game and tap on MLB.TV link.
Expected Result:
Paywall should be displayed.
3. Repeat step 1 & 2 with no user logged in.

Expected Result:
Same expected result as step 1 & 2.","1. User should be logged in, paywall should be displayed.
2. Paywall should be displayed.
3. Same expected result as step 1 & 2.","1. Login to MLBAPP using an unsubscribed user. complete or skip onboarding flow.
2. dimiss paywall and navigate to scores page. Focus a live game and tap on MLB.TV link.
3. Repeat step 1 & 2 with no user logged in.",Master,S579322,Manual,Marco Osuna,4/13/2023 2:28 PM
C30455095,TC04 - Paywall is displayed in watch page,Marco Osuna,4/13/2023 2:22 PM,,,,,,2 - Medium Priority,,MLBAPP/Paywall,1,,,"1. Login to MLBAPP using an unsubscribed user and finish onboarding flow.
Expected Result:
Home page should be displayed. Paywall should be displayed.
2. Navigate to watch tab and focus a live game and tap on it.
Expected Result:
Paywall should be displayed.
3. Repeat step 1 & 2 with no logged in user.
Expected Result:
Same expected result as step 1 & 2.","1. Home page should be displayed. Paywall should be displayed.
2. Paywall should be displayed.
3. Same expected result as step 1 & 2.","1. Login to MLBAPP using an unsubscribed user and finish onboarding flow.
2. Navigate to watch tab and focus a live game and tap on it.
3. Repeat step 1 & 2 with no logged in user.",Master,S579322,Manual,Marco Osuna,4/13/2023 2:29 PM
C30455096,TC05 -  Paywall is displayed in team page,Marco Osuna,4/13/2023 2:22 PM,,,,,,2 - Medium Priority,,MLBAPP/Paywall,1,,,"1. Login to MLBAPP with unsubscribed user and finish onboarding flow.
Expected Result:
Home page should be displayed. Paywall should be displayed.
2. Navigate to team page of a team that is currently playing a live game. Then tap on MLB.TV link.
Expected Result:
Paywall should be displayed.
3. Repeat step 1 & 2 with not logged in user.
Expected Result:
Same expected result as step 1 & 2.","1. Home page should be displayed. Paywall should be displayed.
2. Paywall should be displayed.
3. Same expected result as step 1 & 2.","1. Login to MLBAPP with unsubscribed user and finish onboarding flow.
2. Navigate to team page of a team that is currently playing a live game. Then tap on MLB.TV link.
3. Repeat step 1 & 2 with not logged in user.",Master,S579322,Manual,Marco Osuna,4/13/2023 2:32 PM
C30455097,TC06 - Paywall is displayed in audio EPG,Marco Osuna,4/13/2023 2:23 PM,,,,,,2 - Medium Priority,,MLBAPP/Paywall,1,,,"1. Login to MLBAPP using an unsubscribed user.
Expected Result:
User should be logged in.
2. Navigate to watch tab, then click on headphone icon. Tap on a live game.
Expected Result:
Paywall should be displayed.
3. Repeat step 1 & 2 with not logged in user.
Expected Result:
Paywall should be displayed.","1. User should be logged in.
2. Paywall should be displayed.
3. Paywall should be displayed.","1. Login to MLBAPP using an unsubscribed user.
2. Navigate to watch tab, then click on headphone icon. Tap on a live game.
3. Repeat step 1 & 2 with not logged in user.",Master,S579322,Manual,Marco Osuna,4/13/2023 2:33 PM
C30455098,TC07 -  Login from paywall,Marco Osuna,4/13/2023 2:23 PM,,,,,,2 - Medium Priority,,MLBAPP/Paywall,1,,,"1. Open MLBAPP with not logged in user. Then trigger the paywall. Tap on log in.
Expected Result:
Login page should be displayed.
2. Enter valid credentials.
Expected Result:
User should be logged in.","1. Login page should be displayed.
2. User should be logged in.","1. Open MLBAPP with not logged in user. Then trigger the paywall. Tap on log in.
2. Enter valid credentials.",Master,S579322,Manual,Marco Osuna,4/13/2023 2:35 PM
C30491270,TC01 - Remove Videos section,Marco Osuna,4/21/2023 1:52 PM,,,,,,2 - Medium Priority,MLBAPP-603,MLBAPP/scores,1,,,"1. Login to MLB app and navigate to scores.
Go to a past games and validate that Wrap takes users to Gameday
Remove the existing Videos product Link
Expected Result:
Wrap button is displayed and take user to gameday.
Videos button is no longer displayed.","1. Wrap button is displayed and take user to gameday.
Videos button is no longer displayed.","1. Login to MLB app and navigate to scores.
Go to a past games and validate that Wrap takes users to Gameday
Remove the existing Videos product Link",Master,S579322,Manual,Marco Osuna,5/31/2023 5:20 PM
C30536573,TC02 - Scores widget,Marco Osuna,5/8/2023 7:02 PM,,Team widget should be displayed.,,,,2 - Medium Priority,MLBAPP-524,MLBAPP/scores,1,,"Long press on MLBAPP logo.
Tap on scores and select a team.",,,,Master,S579322,Manual,Marco Osuna,5/8/2023 7:03 PM
C30536575,TC03 - Game stories logos,Marco Osuna,5/8/2023 7:04 PM,,Colors of story should be accurate of team colors.,,,,2 - Medium Priority,MLBAPP-569,MLBAPP/scores,1,,"Navigate to scores
Focus a game that is live or final
Validate game story.",,,,Master,S579322,Manual,Marco Osuna,5/8/2023 7:05 PM
C30559822,TC04 - Preview buttons,Marco Osuna,5/11/2023 12:26 PM,,"Action buttons should be separated correctly.
EG. Preview",,,,2 - Medium Priority,MLBAPP-566,MLBAPP/scores,1,,"Launch app
Navigate to Scores Tab
Focus a game that is currently on preview
Validate that action buttons are displayed correctly.",,,,Master,S579322,Manual,Marco Osuna,5/11/2023 12:33 PM
C30559823,TC05 - Warmup buttons,Marco Osuna,5/11/2023 12:26 PM,,"Action buttons should be separated correctly.
EG. Gameday, Box, Story",,,,2 - Medium Priority,MLBAPP-566,MLBAPP/scores,1,,"Launch app
Navigate to Scores Tab
Focus a game that is currently on warmup
Validate that action buttons are displayed correctly.",,,,Master,S579322,Manual,Marco Osuna,5/11/2023 12:32 PM
C30559824,TC06 - Live buttons,Marco Osuna,5/11/2023 12:26 PM,,"Action buttons should be separated correctly.
EG. gameday, box, audio, story",,,,2 - Medium Priority,MLBAPP-566,MLBAPP/scores,1,,"Launch app
Navigate to Scores Tab
Focus a game that is currently live
Validate that action buttons are displayed correctly.",,,,Master,S579322,Manual,Marco Osuna,5/11/2023 12:33 PM
C30559825,TC07 - Delayed buttons,Marco Osuna,5/11/2023 12:27 PM,,"Action buttons should be separated correctly.
EG. details",,,,2 - Medium Priority,MLBAPP-566,MLBAPP/scores,1,,"Launch app
Navigate to Scores Tab
Focus a game that is currently on preview
Validate that action buttons are displayed correctly.",,,,Master,S579322,Manual,Marco Osuna,5/11/2023 12:34 PM
C30559826,TC08 - final buttons,Marco Osuna,5/11/2023 12:27 PM,,"Action buttons should be separated correctly.
EG. Wrap, Box, Summary, Story",,,,2 - Medium Priority,MLBAPP-566,MLBAPP/scores,1,,"Launch app
Navigate to Scores Tab
Focus a game that is currently on preview
Validate that action buttons are displayed correctly.",,,,Master,S579322,Manual,Marco Osuna,5/11/2023 12:35 PM
C30717417,TC09 - Scoreboard Line Through Team Name,Marco Osuna,5/25/2023 11:24 AM,,,,,,2 - Medium Priority,MLBAPP-588,MLBAPP/scores,1,,Internal user reported a weird view where a line is cutting across the team name in the Scoreboard. Seems to only happen intermittently and not for every team. ,"1. Navigate to scores.
Expected Result:
Scores page should be displayed.
2. Look for a game of the day of the user favorite team.
Expected Result:
Game should be located.
3. Validate that the scores lines are displayed correctly.
Expected Result:
Scores should be displayed correctly.","1. Scores page should be displayed.
2. Game should be located.
3. Scores should be displayed correctly.","1. Navigate to scores.
2. Look for a game of the day of the user favorite team.
3. Validate that the scores lines are displayed correctly.",Master,S579322,Manual,Marco Osuna,5/25/2023 11:28 AM
C30717772,TC10 - Remove Amp Stories icon from MLB App UI,Marco Osuna,5/25/2023 11:29 AM,,,,,,2 - Medium Priority,MLBAPP-601,MLBAPP/scores,1,,,"1. Navigate to scores and look for a game that is currently live and has a story in it. Validate that amp icon is no longer displayed.
Expected Result:
Icon should not be displayed.
2. Navigate to game wrap and Validate that amp icon is no longer displayed.
Expected Result:
Icon should not be displayed.
3. Repeat step 1 and 2 with a game that is in final state.
Expected Result:
Icon should not be displayed.","1. Icon should not be displayed.
2. Icon should not be displayed.
3. Icon should not be displayed.","1. Navigate to scores and look for a game that is currently live and has a story in it. Validate that amp icon is no longer displayed.
2. Navigate to game wrap and Validate that amp icon is no longer displayed.
3. Repeat step 1 and 2 with a game that is in final state.",Master,S579322,Manual,Marco Osuna,5/25/2023 11:31 AM
C30491271,TC11 - Only display pitcher last name,Marco Osuna,4/21/2023 1:58 PM,,,,,,2 - Medium Priority,MLBAPP-547,MLBAPP/scores,1,,,"1. Open MLB app and navigate to Scores page.
Focus a past game and validate that:
Only show the player?s Last Name in this view on the scorecard
Remove handedness (RHP, LHP) labels that follow the pitcher names
Expected Result:
Only pitcher last name should be displayed.",1. Only pitcher last name should be displayed.,"1. Open MLB app and navigate to Scores page.
Focus a past game and validate that:
Only show the player?s Last Name in this view on the scorecard
Remove handedness (RHP, LHP) labels that follow the pitcher names",Master,S579322,Manual,Marco Osuna,6/19/2023 6:02 PM
C33105016,double header crash,Marco Osuna,4/18/2024 4:07 PM,,,,,"Map local the attached json in this ticket
https://baseball.atlassian.net/browse/MLBAPP-1735",2 - Medium Priority,MLBAPP-1735,MLBAPP/scores,1,,"GIVEN that device timezone is located in Eurpe
AND two games are on the same day
AND one of these games is posponed
AND the other one is scheduled
WHEN user navigates to scores page
THEN app should not crash",,,,Master,S579322,Manual,Marco Osuna,4/18/2024 4:09 PM
C33426827,Hide Scores On,Marco Osuna,6/3/2024 12:16 PM,,,,,,2 - Medium Priority,MLBAPP-1865,MLBAPP/scores,1,,"GIVEN that user has Hide Scores ON
WHEN user navigates to scores
THEN Video content - specifically Game Stories, Game Recap and Condensed Games should be visible in this video tray
AND All other highlights from the game will not be visible",,,,Master,S579322,Manual,Marco Osuna,6/3/2024 12:17 PM
C30559820,TC01 - Standings update every time a match is over,Marco Osuna,5/11/2023 12:21 PM,,,,,,2 - Medium Priority,MLBAPP-623,MLBAPP/standings,1,,,"1. Launch app when a match is live and navigate to standings tab.
Expected Result:
Standings should be displayed.
2. Validate the order of the standings.
Expected Result:
The standings table should should the current values.
3. Wait until live game is over.
Expected Result:
Standings table should be updated with match finishing info.","1. Standings should be displayed.
2. The standings table should should the current values.
3. Standings table should be updated with match finishing info.","1. Launch app when a match is live and navigate to standings tab.
2. Validate the order of the standings.
3. Wait until live game is over.",Master,S579322,Manual,Marco Osuna,5/11/2023 12:25 PM
C31032386,TC02 - Sticky Headers and Columns,Marco Osuna,7/18/2023 2:07 PM,,,,,,2 - Medium Priority,MLBAPP-711,MLBAPP/standings,1,,"""GIVEN I am on the Standings page
WHEN scrolling to the right
THEN the first column showing the team will remain frozen as a user scrolls horizontally
AND the Division headers only will remain sticky as a user scrolls with each Division header replacing the other as they scroll""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:08 PM
C31032387,TC03 - Horizontal Scroll Support,Marco Osuna,7/18/2023 2:09 PM,,,,,,2 - Medium Priority,MLBAPP-711,MLBAPP/standings,1,,"""GIVEN I am on the Standings page
WHEN enough columns are enabled and expand past the existing viewport for that device size
THEN the view will automatically become horizontally scrollable""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032388,TC04 - Dynamic Type Size Support,Marco Osuna,7/18/2023 2:09 PM,,,,,,2 - Medium Priority,MLBAPP-711,MLBAPP/standings,1,,"""GIVEN a user?s device settings have their system font set to large
WHEN they go to the Standings tab
THEN the text in that table should reflect that setting""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032389,TC05  - Localization Support,Marco Osuna,7/18/2023 2:09 PM,,,,,,2 - Medium Priority,MLBAPP-711,MLBAPP/standings,1,,"""GIVEN a user has their device set to Spanish
WHEN they go to the Standings tab
THEN the page will display with appropriate Spanish labels and text""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032390,TC06 - Support Configurable Columns,Marco Osuna,7/18/2023 2:10 PM,,,,,,2 - Medium Priority,MLBAPP-720,MLBAPP/standings,1,,"""GIVEN I am a PM needing to configure the Standings page
WHEN it is the time of year is applicable
THEN I want the ability to hide, show or re-order columns""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032391,TC07 - Set Year Data is Returned for Tabs Independently,Marco Osuna,7/18/2023 2:10 PM,,,,,,2 - Medium Priority,MLBAPP-716,MLBAPP/standings,1,,"""GIVEN I am a PM needing to configure the Standings page
WHEN the year of any of the Standings sub-tabs returning data needs to be updated
THEN I want to be able to set the year for each tab independently (e.g Divisional tab showing information from 2022 but Spring Training tab showing information from 203)""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032392,TC08 - Set Default Tab,Marco Osuna,7/18/2023 2:11 PM,,,,,,2 - Medium Priority,MLBAPP-714,MLBAPP/standings,1,,"""GIVEN I am a PM needing to configure the Standings page
WHEN there are multiple tabs enabled
THEN I want to be able to set which tab is loaded on default""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032393,TC09 - Multiple Tab Support,Marco Osuna,7/18/2023 2:11 PM,,,,,,2 - Medium Priority,MLBAPP-734,MLBAPP/standings,1,,"""GIVEN I am a PM needing to configure the Standings page
WHEN it is the time of year is applicable (e.g. after the all star break)
THEN I want the ability to hide or show tabs on the Standings page (e.g. Divisional & Wild Card Tabs, Postseason, Spring Training)""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032394,TC10 - Division Sorting & Fav Team Decorations,Marco Osuna,7/18/2023 2:12 PM,,,,,,2 - Medium Priority,MLBAPP-724,MLBAPP/standings,1,,"""GIVEN I have a favorite team set
WHEN I go to the Standings tab
THEN the division my team is in will be sorted to the top of the table
AND my favorite team within that division will be denoted by a star decoration so that it stands out from the other teams""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032395,TC11 - Player Spot Navigates to Team Page,Marco Osuna,7/18/2023 2:12 PM,,,,,,2 - Medium Priority,MLBAPP-726,MLBAPP/standings,1,,"""GIVEN I am on the Standings page
WHEN I tap a team spot
THEN it will navigate me to the team page""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032396,TC12 - Integrate Midfield Standings Column Response,Marco Osuna,7/18/2023 2:13 PM,,,,,,2 - Medium Priority,MLBAPP-801,MLBAPP/standings,1,,"""GIVEN I am on the Standings page
THEN a data-graph request is received with following fields:
Win

Losses

Win Percentage

Games Back

Wild Card Games Behind

Last Ten Games

Streak

Elimination Number

Wild Card Elimination Number

Runs Scored

Runs Allowed

Run Differential

Expected Win Loss Record Based on Runs Scored and Runs Allowed

Home Record

Away Record

Record Agains >.500 Teams

Clinch Indicator""",,,,Master,S579322,Manual,Marco Osuna,7/31/2023 5:57 PM
C31032397,TC13 - No default tab set,Marco Osuna,7/18/2023 2:14 PM,,,,,,2 - Medium Priority,MLBAPP-814,MLBAPP/standings,1,,"""GIVEN the there is no default value set in contentful

WHEN the table is drawn and the page loads
THEN sequence of the tabs will respect the order set by the config

AND the user will land on the first tab in the order""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032398,TC14 - Preserve User State,Marco Osuna,7/18/2023 2:14 PM,,,,,,2 - Medium Priority,MLBAPP-814,MLBAPP/standings,1,,"""GIVEN a user has moved to a different tab from Standings

WHEN they go back to the Standings tab
THEN whatever tab they were on will persist and the table will not be re-loaded from scratch""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032399,TC15 - Clinch Indicators,Marco Osuna,7/18/2023 2:14 PM,,,,,,2 - Medium Priority,MLBAPP-825,MLBAPP/standings,1,,"""GIVEN that a team as clinched a Wild Card or Division (meaning the first-place team has such a lead that no other division team can overtake it in the games remaining)

WHEN looking at that team?s row in the table

THEN you will see the appropriate clinch indictor displayed in their row

W - Clinched Wild Card

Y - Clinched Division

Z - Clinched Division and Based Record in the League""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032400,TC16 - Division Leaders,Marco Osuna,7/18/2023 2:15 PM,,,,,,2 - Medium Priority,MLBAPP-825,MLBAPP/standings,1,,"""GIVEN that a user is on the Wild Card tab

WHEN looking at the sub headers within a League

THEN there will be a Leaders section showing the leading teams from each division (East, Central, West) ordered from highest to lowest win percentage (including ties)

AND will show the division indicator """,,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032401,TC17 - Wild Card Leaders,Marco Osuna,7/18/2023 2:15 PM,,,,,,2 - Medium Priority,MLBAPP-825,MLBAPP/standings,1,,"""GIVEN that a user is on the Wild Card tab

WHEN looking at the sub headers within a League

THEN there will be a Wild Card section showing the remaining teams from across the league (regardless of division) ordered from best record to worse record""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032402,TC18 - Logo loading,Marco Osuna,7/18/2023 2:16 PM,,,,,,2 - Medium Priority,MLBAPP-847,MLBAPP/standings,1,,"""GIVEN that user is navigating to Standings page
WHEN page is loading, all logos should be loaded
THEN when user sees the standings page, all logos should be displayed.""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032403,TC19 - Modal Logic,Marco Osuna,7/18/2023 2:16 PM,,,,,,2 - Medium Priority,MLBAPP-823,MLBAPP/standings,1,,"""GIVEN a user is on the build that has the new standings

AND the feature flag to show the new standings is enabled

WHEN they tap on the Standings tab for the first time

THEN the modal showing the animation and bullet points of the new changes will be displayed

AND tapping the 'X'  or the background of the modal or the button will display dismiss the modal and show Standings""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032404,TC20 - Instrumentation,Marco Osuna,7/18/2023 2:16 PM,,,,,,2 - Medium Priority,MLBAPP-733,MLBAPP/standings,1,,"""GIVEN a product owner would like to assess Standings engagement performance
WHEN a user goes to the Standings tab
THEN there will be click action and page view events that trigger according to the spec provided by analytics



Tracking Spec:

https://docs.google.com/spreadsheets/d/1Dzym4MiYhOYRmVpF2IIhn57_hcZVquOQyZzEMG9B_CY/edit#gid=119460493&range=F3""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032405,TC21 - Time Stamp Logic,Marco Osuna,7/18/2023 2:17 PM,,,,,,2 - Medium Priority,MLBAPP-866,MLBAPP/standings,1,,"""GIVEN I am on Standings

WHEN I scroll to the bottom of the table (between the end of the table and Glossary)
THEN a time stamp will be visible

AND it will read ?Last Updated:{{ [time stamp for last time we fetched the data]}}""""""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032406,TC22 - Run Differential value Color,Marco Osuna,7/18/2023 2:17 PM,,,,,,2 - Medium Priority,MLBAPP-882,MLBAPP/standings,1,,"""GIVEN user is in standings page
WHEN run differential is above 0
THEN number should be displayed in green color""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032407,TC23 - Update Copy on New Feature Announcement Modal,Marco Osuna,7/18/2023 2:18 PM,,,,,,2 - Medium Priority,MLBAPP-873,MLBAPP/standings,1,,"""GIVEN user is in standings modal
THEN the bullets on the page to match the following:

Title: ?A better Standings experience has arrived?

Bullet 1: Swipe horizontally to get more standings info like Run Differential and more

Bullet 2: Tap on a team logo to visit their team page""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032408,TC24 - Update Copy on New Feature Announcement Modal (SPANISH),Marco Osuna,7/18/2023 2:18 PM,,,,,,2 - Medium Priority,MLBAPP-873,MLBAPP/standings,1,,"""GIVEN user is in standings modal in Spanish Mode
THEN the bullets on the page to match the following:

Ha llegado una mejor experiencia de la Tabla de Posiciones

Más estadísticas de los equipos

Arrastra el dedo de manera horizontal para ver estadísticas de los equipos como Diferencial de Carreras y más

Acceso rápido a cualquier equipo

Toca el icono del equipo para visitar su página """,,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032409,TC25 - Accessibility Support,Marco Osuna,7/18/2023 2:19 PM,,,,,,2 - Medium Priority,MLBAPP-822,MLBAPP/standings,1,,"""GIVEN a visually impaired user has talk back enabled
WHEN they go to the Standings tab
THEN the page will read out the various elements in context for the user

Notes:
https://baseball.atlassian.net/browse/MLBAPP-822""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032410,TC26 - Configurable Blurb Text,Marco Osuna,7/18/2023 2:19 PM,,,,,,2 - Medium Priority,MLBAPP-719,MLBAPP/standings,1,,"""GIVEN I am a PM needing to configure the Standings page
WHEN there are new rules or changes that need to be communicated
THEN I want the ability to have an configurable text field where the text can be edited, hidden or shown on any of the sub-tabs""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032411,TC27 - Expand/Collapse Blurb Text,Marco Osuna,7/18/2023 2:19 PM,,,,,,2 - Medium Priority,MLBAPP-719,MLBAPP/standings,1,,"""GIVEN a user on the Standings Tab
WHEN they tap on the carrot/arrow
THEN the text should expand or collapse appropriately """,,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:21 PM
C31032412,TC28 - Implement Design Spec,Marco Osuna,7/18/2023 2:20 PM,,,,,,2 - Medium Priority,MLBAPP-739,MLBAPP/standings,1,,"""GIVEN a designer
WHEN I review the Standings design that was implemented
THEN it will match the design provided to spec""

https://www.figma.com/file/BE3XgPQoDwwO0mf4Payn0l/Standings-Redesign?type=design&node-id=785-679689&mode=design&t=her5MxOFa6iXh9oo-0",,,,Master,S579322,Manual,Marco Osuna,7/31/2023 5:57 PM
C31032413,TC29 - Dark Mode Support,Marco Osuna,7/18/2023 2:22 PM,,,,,,2 - Medium Priority,MLBAPP-739,MLBAPP/standings,1,,"""GIVEN a user has their device or app settings set to dark mode
WHEN they go to the Standings tab
THEN the Standings design will support and show Dark mode styling""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:22 PM
C31032414,TC30 - Error Handling for Standings,Marco Osuna,7/18/2023 2:22 PM,,,,,,2 - Medium Priority,MLBAPP-859,MLBAPP/standings,1,,"""GIVEN user is in standings page
WHEN there is a connectivity issue or cannot fetch remote resource
THEN Display a something went wrong message """,,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:22 PM
C31032415,TC31 - Error Handling for Standings,Marco Osuna,7/18/2023 2:23 PM,,,,,,2 - Medium Priority,MLBAPP-859,MLBAPP/standings,1,,"""GIVEN user is in Something went wrong message page
WHEN user clicks on retry
THEN page will reload and if problem is solved show the according page.""",,,,Master,S579322,Manual,Marco Osuna,7/18/2023 2:23 PM
C31097496,TC32 - Post Season  Tab,Marco Osuna,7/31/2023 3:22 PM,,,,,,2 - Medium Priority,MLBAPP-883,MLBAPP/standings,1,,"GIVEN I am on the Standings tab

AND the Postseason sub-tab is enabled from the config

WHEN I tap on the Postseason sub-tab

THEN a webview of the URL configured will load on the screen",,,,Master,S579322,Manual,Marco Osuna,7/31/2023 3:22 PM
C31097497,TC33 - Postseason Instrumentation,Marco Osuna,7/31/2023 3:23 PM,,,,,,2 - Medium Priority,MLBAPP-856,MLBAPP/standings,1,,"GIVEN a product owner would like to assess Standings engagement performance
WHEN a user goes to the Standings tab

AND visits the Postseason sub tab
THEN there will be click action and page view events that trigger according to the spec provided by analytics

https://docs.google.com/spreadsheets/d/1Dzym4MiYhOYRmVpF2IIhn57_hcZVquOQyZzEMG9B_CY/edit#gid=119460493&range=F3",,,,Master,S579322,Manual,Marco Osuna,7/31/2023 3:25 PM
C31097498,TC34 - Next Game is displayed,Marco Osuna,7/31/2023 3:25 PM,,"GIVEN that the call to Midfield that will return this Standings data is successful

WHEN the Next Game column loads

THEN the information displayed will follow the format of date @ opponent for Away games

AND date vs opponent for Home games",,,,2 - Medium Priority,MLBAPP-771,MLBAPP/standings,1,,,,,,Master,S579322,Manual,Marco Osuna,7/31/2023 3:26 PM
C31097499,TC35 - Next Game Pre State,Marco Osuna,7/31/2023 3:26 PM,,,,,,2 - Medium Priority,MLBAPP-771,MLBAPP/standings,1,,"GIVEN that the next game column is displaying a game that has not started yet

WHEN a user taps on that game

THEN they will be taken to the Gameday preview state for that matchup",,,,Master,S579322,Manual,Marco Osuna,7/31/2023 3:27 PM
C31097500,TC36 -  Next Game Live State,Marco Osuna,7/31/2023 3:27 PM,,,,,,2 - Medium Priority,MLBAPP-771,MLBAPP/standings,1,,"GIVEN that a game is live

AND a user is looking at the Next Game column

THEN the current live game (not the next game) - will be returned by the server and displayed in this column as Live vs [Team Name]

AND tapping on that link will take a user to the Live game state of that in Gameday",,,,Master,S579322,Manual,Marco Osuna,7/31/2023 3:27 PM
C31097504,TC37 - Tab name fit in one line,Marco Osuna,7/31/2023 3:38 PM,,,,,,2 - Medium Priority,MLBAPP-931,MLBAPP/standings,1,,"GIVEN that I am on standings page.
THEN tab names should be displayed in one line",,,,Master,S579322,Manual,Marco Osuna,7/31/2023 3:39 PM
C31097505,TC38 - Teams and Division  logos are displayed as expected,Marco Osuna,7/31/2023 3:39 PM,,,,,,2 - Medium Priority,MLBAPP-897,MLBAPP/standings,1,,"GIVEN that I am on Standings page
THEN Team and Division logos should be displayed correctly.",,,,Master,S579322,Manual,Marco Osuna,7/31/2023 3:40 PM
C31097506,TC39 -  Teams Abbreviation,Marco Osuna,7/31/2023 3:41 PM,,,,,,2 - Medium Priority,MLBAPP-897,MLBAPP/standings,1,,"GIVEN that I am on Standings page
THEN teams abbreviations should be displayed correctly.",,,,Master,S579322,Manual,Marco Osuna,7/31/2023 3:42 PM
